Date,Time,Exp_id,Vibrate,type,visits,recruits,removed
25.07.23,17:10:00,24,0,Ctrl,2,0,0
25.07.23,17:15:00,24,0,Ctrl,6,0,0
25.07.23,17:20:00,24,0,Ctrl,3,0,0
25.07.23,17:25:00,24,0,Ctrl,2,0,0
25.07.23,17:30:00,24,0,Ctrl,6,0,0
25.07.23,17:35:00,24,0,Ctrl,5,0,0
25.07.23,17:40:00,24,0,Ctrl,1,0,0
25.07.23,17:45:00,24,0,Ctrl,4,0,0
25.07.23,17:50:00,24,0,Ctrl,1,0,0
25.07.23,17:55:00,24,0,Ctrl,1,0,0
25.07.23,18:00:00,24,0,Ctrl,3,0,0
25.07.23,18:05:00,24,0,Ctrl,2,0,0
25.07.23,18:10:00,24,0,Ctrl,4,0,0
25.07.23,18:15:00,24,0,Ctrl,3,0,0
25.07.23,18:20:00,24,0,Ctrl,3,0,0
25.07.23,18:25:00,24,0,Ctrl,4,0,0
25.07.23,18:30:00,24,0,Ctrl,4,0,0
25.07.23,18:35:00,24,0,Ctrl,5,0,0
25.07.23,18:40:00,24,0,Ctrl,5,0,0
26.07.23,11:30:00,25,0,Ctrl,6,0,10
26.07.23,11:35:00,25,0,Ctrl,1,0,6
26.07.23,11:40:00,25,0,Ctrl,3,0,0
26.07.23,11:45:00,25,0,Ctrl,5,0,0
26.07.23,11:50:00,25,0,Ctrl,3,0,0
26.07.23,11:55:00,25,0,Ctrl,3,0,0
26.07.23,12:00:00,25,0,Ctrl,5,0,0
26.07.23,12:05:00,25,0,Ctrl,5,0,0
26.07.23,12:10:00,25,0,Ctrl,3,0,0
26.07.23,12:15:00,25,0,Ctrl,4,0,0
26.07.23,12:20:00,25,0,Ctrl,1,0,0
26.07.23,12:25:00,25,0,Ctrl,3,0,0
26.07.23,12:30:00,25,0,Ctrl,5,0,0
26.07.23,12:35:00,25,0,Ctrl,3,0,0
26.07.23,12:40:00,25,0,Ctrl,3,0,0
26.07.23,12:45:00,25,0,Ctrl,2,0,0
26.07.23,12:50:00,25,0,Ctrl,3,0,0
26.07.23,12:55:00,25,0,Ctrl,5,0,0
26.07.23,13:00:00,25,0,Ctrl,7,0,0
26.07.23,13:05:00,25,0,Ctrl,3,0,0
26.07.23,13:10:00,25,0,Ctrl,1,0,0
26.07.23,13:15:00,25,0,Ctrl,5,0,0
26.07.23,13:20:00,25,0,Ctrl,3,0,0
26.07.23,13:25:00,25,0,Ctrl,3,0,0
26.07.23,13:30:00,,0,None,5,0,0
26.07.23,13:35:00,,0,None,5,0,0
26.07.23,13:40:00,,0,None,3,0,0
26.07.23,13:45:00,,0,None,4,0,0
26.07.23,13:50:00,,0,None,4,0,0
26.07.23,13:55:00,,0,None,5,0,0
26.07.23,14:00:00,,0,None,5,0,0
26.07.23,14:05:00,,0,None,6,0,0
26.07.23,14:10:00,,0,None,2,0,0
26.07.23,14:15:00,,0,None,5,0,0
26.07.23,14:20:00,26,1,Vibs,9,0,2
26.07.23,14:25:00,26,1,Vibs,4,0,2
26.07.23,14:30:00,26,1,Vibs,1,0,0
26.07.23,14:35:00,26,1,Vibs,4,0,0
26.07.23,14:40:00,26,1,Vibs,6,0,0
26.07.23,14:45:00,26,1,Vibs,3,0,0
26.07.23,14:50:00,26,1,Vibs,3,0,0
26.07.23,14:55:00,26,1,Vibs,3,0,0
26.07.23,15:00:00,26,1,Vibs,3,0,0
26.07.23,15:05:00,26,1,Vibs,4,0,0
26.07.23,15:10:00,26,1,Vibs,4,0,0
26.07.23,15:15:00,26,1,Vibs,2,0,0
26.07.23,15:20:00,26,1,Vibs,4,0,0
26.07.23,15:25:00,26,1,Vibs,1,0,0
26.07.23,15:30:00,26,1,Vibs,4,0,0
26.07.23,15:35:00,26,1,Vibs,4,0,0
26.07.23,15:40:00,26,1,Vibs,4,0,0
26.07.23,15:45:00,26,1,Vibs,3,0,0
26.07.23,15:50:00,26,1,Vibs,5,0,0
26.07.23,15:55:00,26,1,Vibs,5,0,0
26.07.23,16:00:00,26,1,Vibs,4,0,0
26.07.23,16:05:00,26,1,Vibs,3,0,0
26.07.23,16:10:00,26,1,Vibs,1,0,0
26.07.23,16:15:00,26,1,Vibs,4,0,0
26.07.23,16:20:00,,0,None,7,0,0
26.07.23,16:25:00,,0,None,5,0,0
26.07.23,16:30:00,,0,None,,,
26.07.23,16:35:00,,0,None,,,
26.07.23,16:40:00,,0,None,,,
26.07.23,16:45:00,,0,None,,,
26.07.23,16:50:00,27,0,Ctrl,7,3,
26.07.23,16:55:00,27,0,Ctrl,8,1,
26.07.23,17:00:00,27,0,Ctrl,13,4,
26.07.23,17:05:00,27,0,Ctrl,8,0,
26.07.23,17:10:00,27,0,Ctrl,5,1,
26.07.23,17:15:00,27,0,Ctrl,8,0,
26.07.23,17:20:00,27,0,Ctrl,10,0,
26.07.23,17:25:00,27,0,Ctrl,10,3,
26.07.23,17:30:00,27,0,Ctrl,8,1,
26.07.23,17:35:00,27,0,Ctrl,8,0,
26.07.23,17:40:00,27,0,Ctrl,7,1,
26.07.23,17:45:00,27,0,Ctrl,7,0,
26.07.23,17:50:00,27,0,Ctrl,5,0,
26.07.23,17:55:00,27,0,Ctrl,8,3,
26.07.23,18:00:00,27,0,Ctrl,11,0,
26.07.23,18:05:00,27,0,Ctrl,16,0,
26.07.23,18:10:00,27,0,Ctrl,14,0,
26.07.23,18:15:00,27,0,Ctrl,13,0,
26.07.23,18:20:00,27,0,Ctrl,9,0,
26.07.23,18:25:00,27,0,Ctrl,4,0,
26.07.23,18:30:00,27,0,Ctrl,5,0,
26.07.23,18:35:00,27,0,Ctrl,4,0,
26.07.23,18:40:00,27,0,Ctrl,8,0,
26.07.23,18:45:00,27,0,Ctrl,6,0,
26.07.23,18:50:00,27,0,None,12,0,
27.07.23,09:30:00,28,0,Ctrl,10,1,12
27.07.23,09:35:00,28,0,Ctrl,1,0,9
27.07.23,09:40:00,28,0,Ctrl,4,1,0
27.07.23,09:45:00,28,0,Ctrl,5,0,0
27.07.23,09:50:00,28,0,Ctrl,3,1,0
27.07.23,09:55:00,28,0,Ctrl,4,0,0
27.07.23,10:00:00,28,0,Ctrl,7,0,0
27.07.23,10:05:00,28,0,Ctrl,4,1,0
27.07.23,10:10:00,28,0,Ctrl,4,0,0
27.07.23,10:15:00,28,0,Ctrl,4,0,0
27.07.23,10:20:00,28,0,Ctrl,5,0,0
27.07.23,10:25:00,28,0,Ctrl,4,0,0
27.07.23,10:30:00,28,0,Ctrl,3,0,0
27.07.23,10:35:00,28,0,Ctrl,5,0,0
27.07.23,10:40:00,28,0,Ctrl,7,1,0
27.07.23,10:45:00,28,0,Ctrl,6,1,0
27.07.23,10:50:00,28,0,Ctrl,6,0,0
27.07.23,10:55:00,28,0,Ctrl,6,1,0
27.07.23,11:00:00,28,0,Ctrl,5,1,0
27.07.23,11:05:00,28,0,Ctrl,10,0,0
27.07.23,11:10:00,28,0,Ctrl,7,0,0
27.07.23,11:15:00,28,0,Ctrl,7,0,0
27.07.23,11:20:00,28,0,Ctrl,9,0,0
27.07.23,11:25:00,28,0,Ctrl,6,0,0
27.07.23,11:30:00,,0,None,4,0,0
27.07.23,11:35:00,,0,None,6,0,0
27.07.23,11:40:00,,0,None,2,0,0
27.07.23,11:45:00,,0,None,7,0,0
27.07.23,11:50:00,29,1,Vibs,4,0,5
27.07.23,11:55:00,29,1,Vibs,1,0,3
27.07.23,12:00:00,29,1,Vibs,3,0,0
27.07.23,12:05:00,29,1,Vibs,5,0,0
27.07.23,12:10:00,29,1,Vibs,2,0,0
27.07.23,12:15:00,29,1,Vibs,3,0,0
27.07.23,12:20:00,29,1,Vibs,2,0,0
27.07.23,12:25:00,29,1,Vibs,3,0,0
27.07.23,12:30:00,29,1,Vibs,1,0,0
27.07.23,12:35:00,29,1,Vibs,2,0,0
27.07.23,12:40:00,29,1,Vibs,1,0,0
27.07.23,12:45:00,29,1,Vibs,4,0,0
27.07.23,12:50:00,29,1,Vibs,1,0,0
27.07.23,12:55:00,29,1,Vibs,2,0,0
27.07.23,13:00:00,29,1,Vibs,0,0,0
27.07.23,13:05:00,29,1,Vibs,3,0,0
27.07.23,13:10:00,29,1,Vibs,2,0,0
27.07.23,13:15:00,29,1,Vibs,3,0,0
27.07.23,13:20:00,29,1,Vibs,5,0,0
27.07.23,13:25:00,29,1,Vibs,3,0,0
27.07.23,13:30:00,29,1,Vibs,4,0,0
27.07.23,13:35:00,29,1,Vibs,6,0,0
27.07.23,13:40:00,29,1,Vibs,3,0,0
27.07.23,13:45:00,29,1,Vibs,3,0,0
